step,elapsed_time,loss
0,0.2930330559999845,9.387392044067383
1,0.4355170719999819,9.248631477355957
2,0.5743224089999899,9.026512145996094
3,0.7147974629999965,9.095956802368164
4,0.8536884760000021,8.852690696716309
5,0.9927465929999926,8.93995475769043
6,1.1319512620000012,8.669501304626465
7,1.2712189719999856,8.842520713806152
8,1.4105646680000063,8.610038757324219
9,1.5547412319999978,8.688981056213379
10,1.6914062919999822,8.67658519744873
11,1.8304367510000077,8.540260314941406
12,1.969991900999986,8.233057975769043
13,2.117626717999997,8.020933151245117
14,2.251129590000005,7.925042629241943
15,2.390847377,8.319278717041016
16,2.52820316399999,8.619481086730957
17,2.669642175000007,8.515484809875488
18,2.8171708909999893,8.374410629272461
19,2.9508422739999958,8.123361587524414
20,3.0846489559999952,8.209158897399902
21,3.225493760000006,8.311813354492188
22,3.365366639000001,8.13038444519043
23,3.503402553000001,8.127618789672852
24,3.6492549600000075,8.054611206054688
25,3.7899899180000034,8.030753135681152
26,3.9267852829999867,8.113211631774902
27,4.0759679610000035,8.095549583435059
28,4.209351693000002,8.028132438659668
29,4.343347297000008,7.5562052726745605
30,4.481731876999987,7.872104644775391
31,4.620876463999991,7.923716068267822
32,4.764103837999983,7.858521461486816
33,4.90286173299998,7.944243431091309
34,5.042543948000002,7.83494234085083
35,5.181342548999993,7.805157661437988
36,5.322035475999996,8.004011154174805
37,5.461966482000008,7.744383811950684
38,5.60425915899998,7.814286708831787
39,5.741039916999995,7.646620750427246
40,5.88336805199998,7.6177167892456055
41,6.032881271000008,7.558706283569336
42,6.166505857999994,7.424814224243164
43,6.300201329999993,7.581259727478027
44,6.438541364999992,7.672234058380127
45,6.580850104999996,7.957388877868652
46,6.71738514499998,8.284549713134766
47,6.86160496399998,7.933388710021973
48,7.003896830999992,7.822237968444824
49,7.145727606000008,7.642951011657715
50,7.290668433999997,7.455392360687256
51,7.424336815999993,6.925570487976074
52,7.569628824000006,6.866262912750244
53,7.703541971999982,6.805236339569092
54,7.840507552999981,6.981745719909668
55,7.981546011000006,8.102357864379883
56,8.121226089000004,7.768110275268555
57,8.26168389,7.8779683113098145
58,8.402727112000008,7.947318077087402
59,8.543800500000003,7.93502950668335
60,8.686498841000002,7.805455207824707
61,8.821655822999986,7.3612589836120605
62,8.964443915000004,7.602723121643066
63,9.10239461399999,7.6607666015625
64,9.244946346000006,7.731721878051758
65,9.379830140999985,7.599186897277832
66,9.52532300499999,7.830338478088379
67,9.660347994999995,7.818120002746582
68,9.801677606999988,7.771360397338867
69,9.94110612899999,7.485507965087891
70,10.080343460999984,7.802618980407715
71,10.234957379000008,7.449112892150879
72,10.377904572000006,7.675061225891113
73,10.523029981000008,7.733037948608398
74,10.666678168000004,7.703697204589844
75,10.80027162799999,7.203291416168213
76,10.940454619999997,7.184854030609131
77,11.081096102000004,7.652722358703613
78,11.220084149999991,7.91567325592041
79,11.359089245000007,7.879083633422852
80,11.501868951999995,7.750927925109863
81,11.639370243999991,7.993111610412598
82,11.778203442000006,7.800848484039307
83,11.920328448999982,7.538815498352051
84,12.05700789399998,7.655057430267334
85,12.198013498999984,7.448719501495361
86,12.337637057999984,7.705254554748535
87,12.47722805799998,7.537674427032471
88,12.61872560399999,7.814760684967041
89,12.758053115999985,7.705413341522217
90,12.897733017999997,7.541154861450195
91,13.040624895000008,7.580146789550781
92,13.176274524999997,7.347501754760742
93,13.315627936999988,7.555211067199707
94,13.464235624999986,7.988654136657715
95,13.598280528000004,8.263093948364258
96,13.732976844000007,8.230995178222656
97,13.873190376999986,7.589890480041504
98,14.017987132999991,7.452611923217773
99,14.154872450999989,7.68511438369751
100,14.295743539,7.369434356689453
101,14.438910964999991,7.629047393798828
102,14.573417212999999,7.743772983551025
103,14.713727837999983,7.4265923500061035
104,14.85552871599998,7.606361389160156
105,14.993494438999988,7.419561386108398
106,15.133721398999995,7.558192729949951
107,15.273751766000004,7.780983924865723
108,15.416626422999997,7.823141098022461
109,15.557068385000008,7.487961769104004
110,15.691820987,7.540979385375977
111,15.832397283000006,7.484732627868652
112,15.972489276999994,7.549032211303711
113,16.113164933999997,7.5509490966796875
114,16.25437319599999,7.377650737762451
115,16.39193500799999,7.398453712463379
116,16.530953046000008,7.370837688446045
117,16.67166791599999,7.308647155761719
118,16.810319298999985,7.315982341766357
119,16.953528054999992,7.788516044616699
120,17.09636230999999,7.572391510009766
121,17.235449652,7.389759063720703
122,17.374885226000004,7.744678974151611
123,17.51654087099999,7.3727569580078125
124,17.660544251000005,7.2595415115356445
125,17.794548281000004,6.765002727508545
126,17.936100923999987,7.381848335266113
127,18.07503732699999,7.428409576416016
